760.4675, 1283.221, -2.894766, 0, 0, 0.8573369, 0.5147558, EC_hbr_pile04, 2433, -1, 1, -1
762.3537, 1405.676, 13.23807, 0, 0, -0.7071068, 0.7071069, cj_rub_pile_9, 2432, -1, 2, -1
761.8416, 1273.469, 1.540065, 0, 0, -0.7066584, 0.7075549, CJ_IND_WOODPILE_3, 385, 255, 1, -1
762.3537, 1342.204, 13.23807, 0, 0, -0.7071068, 0.7071069, cj_rub_pile_9, 1408, -1, 1, -1
768.0213, 1327.341, 20.29904, -0.007137003, 0.0002328909, -6.999224E-006, 0.9999745, BM_drum_fla, 2433, -1, 1, -1
767.8272, 1285.632, 3.3113, -0.004229042, 0.04666596, -0.996284, 0.07226648, ec_moor_pollb, 3459, -1, 1, -1
766.2959, 1275.775, -0.08750725, 0, 0, 0.7057068, 0.708504, EC_Barge_med_2, 384, 181, 1, -1
768.2578, 1272.911, 1.512543, 0, 0, 0.02650586, 0.9996486, bm_1doorskip1, 385, -1, 1, -1
766.747, 1366.325, 13.2388, 0, 0, -0.7071068, 0.7071069, bm_nylamp1, 384, -1, 0, -1
765.8949, 1417.071, 13.24818, 0, 0, 0.7071064, 0.7071073, bm_nylamp1, 384, -1, 2, -1
766.0218, 1329.543, 14.08483, 0, 0, 0, 1, CJ_IND_CRATE_2, 1409, -1, 1, -1
767.0097, 1332.993, 14.08444, 0, 0, 0, 1, CJ_IND_CRATE_2, 1409, -1, 1, -1
767.0097, 1332.317, 25.36566, 0, 0, 0, 1, CJ_IND_CRATE_2, 1409, -1, 1, -1
765.6971, 1353.064, 13.35079, 0, 0, -0.00829806, 0.9999656, cj_ny_phone_2, 1408, -1, 1, -1
773.1294, 1293.157, 5.835374, 0, 0, -0.01079709, 0.9999417, cj_ladder_3, 385, -1, 1, -1
772.4789, 1298.507, 8.256906, -0.04432168, 0.03340684, -0.70023, 0.7117566, CJ_IND_WOODPILE_3, 384, 254, 1, -1
769.6234, 1320.106, 14.11847, -0.0001581589, -0.000167, 1.138353E-007, 0.9999999, cj_cableroll, 1409, -1, 1, -1
769.8886, 1327.751, 14.08483, 0, 0, 0, 1, CJ_IND_CRATE_2, 1409, -1, 1, -1
770.972, 1320.062, 20.41267, 0.005120036, 0.0004999902, 0.2164671, 0.9762764, CJ_MATRESS_1, 3457, -1, 1, -1
772.4231, 1319.264, 14.11292, 8.972484E-006, -9.341227E-012, 1.041097E-006, 1, cj_cableroll, 1409, -1, 1, -1
771.5478, 1321.652, 14.11272, -0.001926035, -0.0004489999, 8.104782E-006, 0.9999981, cj_cableroll, 2433, -1, 1, -1
769.6233, 1319.43, 25.38884, 0.001298819, -0.0007729998, -4.969681E-006, 0.9999989, cj_cableroll, 1409, -1, 1, -1
771.8308, 1331.655, 25.43632, 0.004110921, 0.001557009, 8.6033E-005, 0.9999904, BM_drum_fla, 2433, -1, 1, -1
768.7003, 1326.322, 20.29935, 0.006807046, -0.000488, -2.400002E-005, 0.9999767, BM_drum_fla, 2433, -1, 1, -1
770.3486, 1387.397, 16.45075, 0, 0, 6.516827E-007, 1, hp7_warehse1, 384, 66, 2, -1
773.2095, 1366.538, 13.21444, 0, 0, 0, 1, BM_NY_FIRE_H, 384, -1, 0, -1
769.2996, 1377.7, 13.53703, 0.005319439, -0.1452328, -0.9883275, 0.04569289, hp_plants_01, 385, -1, 2, -1
772.1487, 1409.227, 14.92964, 0, 0, -0.7013805, 0.712787, ec_trailer_frdg, 384, 154, 2, -1
769.9077, 1411.778, 13.36198, -0.002811071, -0.0567632, -0.9983591, -0.007013647, CJ_FENCE_6_5, 384, -1, 2, -1
775.416, 1277.194, 2.250661, -0.4913651, -0.5084883, 0.5084882, -0.4913651, CJ_IND_CABLEW_1, 3459, -1, 1, -1
779.5833, 1283.221, -2.894766, 0, 0, 0.8573369, 0.5147558, EC_hbr_pile04, 2433, -1, 1, -1
779.575, 1276.183, 1.535519, 0, 0, -0.9997826, 0.02085301, CJ_IND_PIPE_5, 384, 256, 1, -1
781.1873, 1285.557, 3.385546, 0, 0, -0.9999596, -0.008984608, ec_moor_pollb, 3457, -1, 1, -1
782.9589, 1274.797, 1.482524, 0, 0, -0.005159681, 0.9999867, bm_1doorskip1, 385, -1, 1, -1
781.9275, 1300.368, 8.098021, -0.0003590615, 0.02221439, -0.9987437, -0.04491729, CJ_IND_WOODPILE_3, 384, 253, 1, -1
781.6491, 1331.203, 25.36605, 0, 0, 0, 1, CJ_IND_CRATE_2, 1409, -1, 1, -1
775.7839, 1325.302, 25.46656, -0.006372999, -0.001508, -0.3420199, 0.9396699, cj_bin_15, 1409, -1, 1, -1
774.2052, 1323.106, 25.43638, -0.003997001, -0.004150002, 0.0002869497, 0.9999834, BM_drum_fla, 1409, -1, 1, -1
780.7472, 1329.072, 25.43433, -0.007185998, 0.004124112, -0.0001200008, 0.9999657, BM_drum_fla, 2433, -1, 1, -1
774.0355, 1326.774, 19.90895, 0, 0, 0, 1, ruin_hp_1, 384, 80, 1, -1
781.6491, 1331.88, 14.08483, 0, 0, 0, 1, CJ_IND_CRATE_2, 2433, -1, 1, -1
