780.4169, 1457.486, 15.17206, 0, 0, 0, 1, HUNTS_P03_market, 384, 83, 2, -1
707.2322, 1487.694, 18.79432, 0, 0, 0, 1, RailStrut1_EaXr_01, 384, 23, 5, -1
731.4683, 1486.826, 18.97452, 0, 0, 0, 1, RailStrut1_EaXr_01, 384, 23, 5, -1
671.7673, 1486.399, 18.95329, 0, 0, 0, 1, RailStrut1_EaXr_01, 384, 23, 5, -1
754.825, 1487.694, 18.79432, 0, 0, 0, 1, RailStrut1_EaXr_01, 384, 23, 0, -1
694.1627, 1487.555, 18.79432, 0, 0, 0, 1, RailStrut1_EaXr_01, 384, 23, 5, -1
689.3394, 1488.495, 24.96195, 0, 0, 0, 1, l_trainplatform, 384, 23, 5, -1
701.8436, 1488.495, 24.96195, 0, 0, 0, 1, l_trainplatform, 384, 23, 5, -1
726.8518, 1488.495, 24.96195, 0, 0, 0, 1, l_trainplatform, 384, 23, 5, -1
714.3477, 1488.495, 24.96195, 0, 0, 0, 1, l_trainplatform, 384, 23, 5, -1
739.3559, 1488.495, 24.96195, 0, 0, 0, 1, l_trainplatform, 384, 23, 0, -1
751.86, 1488.495, 24.96195, 0, 0, 0, 1, l_trainplatform, 384, 23, 0, -1
795.5373, 1444.641, 14.84572, 0, 0, 0, 1, graff_hp3, 384, 83, 2, -1
795.0628, 1466.202, 17.68128, 0, 0, 0, 1, lodbxe_fact_xr3_01, 384, 179, 2, -1
838.4274, 1476.159, 15.44393, 0, 0, 0, 1, LODHP6roof_08, 384, 179, 4, -1
780.8358, 1391.624, 15.75149, 0, 0, 0, 1, lodbxe_autoyrdhp4, 384, 179, 2, -1
1078.525, 1639.426, 20.57016, 0, 0, 0, 1, lodind5grass, 384, 93, 11, -1
863.1061, 1882.496, 33.58361, 0, 0, 0, 1, LODbxe_tnl_ent, 384, 96, 8, -1
898.1795, 1884.823, 29.70864, 0, 0, -0.05147025, 0.9986745, LODbxeent_el_ind1, 384, 96, 8, -1
931.098, 1885.716, 29.09189, 0, 0, 0, 1, LODbxe_el_ind1b, 384, 96, 8, -1
